uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link
16,Hachimitsu to Clover,"Yuuta, Takumi, and Shinobu share a six-tatami room apartment with no bath. The rent is low and it's perfect for poor college students such as themselves. Shinobu is a mysterious, quirky person, who does things on a whim. Takumi is passionate both in work and love, and Yuuta is a simple person with simple dreams and desires. That is, until he meets Hagumi, a petite girl with enormous amount of talent. Hagumi is fondly called Hagu by Shuuji, who serves as Hagu's guardian. Hagu meets Ayumi, nicknamed Ayu, and they become close friends almost instantly. Meanwhile, Ayu falls for one of the boys... 
 
The joys of falling in love, the pain of letting go, discovering one's self, and finding the courage to move on—these are some of the things that the characters in  Hachimitsu to Clover  experience as they take part in the play staged by fate.","['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']","Apr 15, 2005 to Sep 27, 2005",24.0,186696,578,436.0,8.11,https://cdn.myanimelist.net/images/anime/11/73923.jpg,https://myanimelist.net/anime/16/Hachimitsu_to_Clover
589,Ginga Nagareboshi Gin,"Gin is a silver Tora-ge named after his coat color. Shortly after being born, he watches his father, Riki, get killed by Akakabuto, a bear that terrorizes everything in his path. Being the third-generation of bear-dogs to try to stand up against Akakabuto, he ventures out to find dogs to join him in his fight.  
","['Action', 'Adventure', 'Drama', 'Shounen']","Apr 7, 1986 to Aug 22, 1986",21.0,17542,3409,435.0,8.11,https://cdn.myanimelist.net/images/anime/3/47461.jpg,https://myanimelist.net/anime/589/Ginga_Nagareboshi_Gin
7465,Eve no Jikan (Movie),"The movie version is the complete version of the story. It includes all the ONAs and completely new scenes giving details on the background story of some characters. 
 
Sometime in future Japan, androids have been involved in every aspect of people's lives. One day, upon checking his android's behavioral log, Rikuo, a student, noticed his android's returning times have been odd recently. With his friend Masaki, they found out the place where his android, Sammy, have been visiting: a small cafe called Eve no Jikan where androids and human are not seen as different. Upon talking with the ""people"" in the cafe and discovering more of Sammy's behavior, Rikuo changed his view about androids and treat them as friends rather than tools. At the same time, elsewhere in Japan, the Ethics committee is trying to impose policies to reduce the involvement and use of androids in society. 
 
(Source: ANN)","['Sci-Fi', 'Slice of Life']","Mar 6, 2010",1.0,95709,1144,434.0,8.11,https://cdn.myanimelist.net/images/anime/9/27711.jpg,https://myanimelist.net/anime/7465/Eve_no_Jikan_Movie
1363,Detective Conan Movie 04: Captured in Her Eyes,"On a rainy afternoon, the Detective Boys witness a murder across the street. Barred by traffic, the culprit slips away and Conan Edogawa is left a single clue by a dying detective. Days later, another detective is found murdered in a parking lot, leaving the police rattled. Suspicious that the culprit is one of their own, everyone in the police department without an alibi is suspect. But despite being on high alert, they are outmaneuvered and suffer yet another attack—this time with Ran Mouri finding herself in the crossfire. 
 
Traumatized, Ran wakes in the hospital with retrograde amnesia, remembering nothing about her life. Soon released, she struggles to remember her past and grows fearful of not regaining her memories before being targeted by the killer for what she witnessed. As she is guarded by friends and family, it is up to Conan to piece together the clues and find who the murderer is before they strike again. 
 
[Written by MAL Rewrite]","['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']","Apr 22, 2000",1.0,39780,2198,433.0,8.11,https://cdn.myanimelist.net/images/anime/1196/94319.jpg,https://myanimelist.net/anime/1363/Detective_Conan_Movie_04__Captured_in_Her_Eyes
4901,Black Lagoon: Roberta's Blood Trail,"Roberta, the terrorist-turned-maid that made her appearence in the first season of  Black Lagoon , returns in this five-episode OVA series—and this time, all bets are off! 
 
Roberta's benefactor, the patriarch of the Lovelace clan, is murdered during a political rally. The assassin's trail soon leads back to Roanapur—so now she has returned on a mission of vengeance! However, close behind her is the new patriarch, Garcia, as well as Roberta's apprentice (and maid), Fabiola Iglesias. As the body count of Roberta's bloody rampage mounts, forces from within the corrupt island (which includes the Lagoon Company), as well as overseas converge on what threatens to escalate into all-out war!","['Action', 'Seinen']","Jun 27, 2010 to Jun 22, 2011",5.0,168798,649,431.0,8.11,https://cdn.myanimelist.net/images/anime/8/75529.jpg,https://myanimelist.net/anime/4901/Black_Lagoon__Robertas_Blood_Trail
781,Detective Conan Movie 03: The Last Wizard of the Century,"Kaitou Kid dares to challenge the police once more, setting his sights on the Russian Imperial Easter Egg. With the date, time, and place, the Osaka police force scrambles to stop him. But this time, Kid may have bitten off more than he can chew—Conan Edogawa, Heiji Hattori, and numerous others are also trying to get their hands on the jeweled egg. 
 
As the race for possession of the egg escalates, a string of murders threatens those after it, and at the same time the tragic truth behind the Romanov Dynasty is finally revealed. At the center of these developments, it is up to Conan to solve the gruesome murders and catch Kid, all while protecting those close to him and concealing his identity. 
 
[Written by MAL Rewrite]","['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']","Apr 17, 1999",1.0,41974,2110,432.0,8.11,https://cdn.myanimelist.net/images/anime/12/20103.jpg,https://myanimelist.net/anime/781/Detective_Conan_Movie_03__The_Last_Wizard_of_the_Century
6211,Tokyo Magnitude 8.0,"Middle school student Mirai Onozawa is dissatisfied with her family circumstances and, in a moment of frustration, wishes to tear everything apart. Unfortunately, these destructive thoughts seem to come true in the form of a magnitude 8.0 earthquake just a few moments later. 
 
When summer vacation begins, Mirai reluctantly takes her younger brother Yuuki to Odaiba, where a robot exhibition that he wanted to go to is being held. However, while they are in the exhibition center, the fury of a major earthquake shakes the Kanto region; helpless, both kids witness the devastating power of this natural disaster as it brings the city to its knees. 
 
In its aftermath, they stumble upon Mari Kusakabe, a motorcyclist and single mother who decides to help the young siblings. Aiming to return to their homes and reunite with their families, the group sets off on a long and hard journey through the decimated city. 
 
[Written by MAL Rewrite]",['Drama'],"Jul 10, 2009 to Sep 18, 2009",11.0,192704,559,430.0,8.12,https://cdn.myanimelist.net/images/anime/10/13776.jpg,https://myanimelist.net/anime/6211/Tokyo_Magnitude_80
39231,Qiang Shen Ji,,"['Action', 'Sci-Fi']","Dec 8, 2017 to Feb 23, 2018",12.0,791,10095,429.0,8.12,https://cdn.myanimelist.net/images/anime/1323/98958.jpg,https://myanimelist.net/anime/39231/Qiang_Shen_Ji
1486,Kodomo no Omocha (TV),"Sixth grader Sana Kurata has a perfect life. Her mother is a (fairly) successful author, she has a young man employed to keep her happy and safe, and best of all, she is the star of the children's television show  Kodomo no Omocha . There's just one thing bothering her, and that's Akito Hayama. 
 
Akito is a classmate of Sana's, and ever since he's started acting out in class, the rest of the boys have followed his example. Every day, the girls and the teacher wage a battle to keep the class under control and to get some actual learning done. That rotten Akito… Sana won't stand for this! 
 
The hyperactive Sana decides to dig deeper and find out what makes Akito tick, so class can go back to normal and the teacher can stop spending every day crying instead of teaching. But the more she learns about him, the more she realizes that there might be more to Akito than meets the eye. ","['Comedy', 'Drama', 'Romance', 'Shoujo']","Apr 5, 1996 to Mar 27, 1998",102.0,40862,2159,428.0,8.12,https://cdn.myanimelist.net/images/anime/5/7016.jpg,https://myanimelist.net/anime/1486/Kodomo_no_Omocha_TV
3783,Kara no Kyoukai 3: Tsuukaku Zanryuu,"On a solemn night in July 1998, teenager Fujino Asagami is mercilessly raped by a street gang in a dilapidated bar. No matter what physical or sexual abuse they deal, however, the girl regards her captors with the same apathetic expression. The next day, mangled bodies are discovered in that same building, so torn apart that investigators find it infeasible to even consider the culprit human. 
 
Elsewhere, a client request reaches Touko Aozaki's detective agency, tasking Shiki Ryougi with either capturing or killing the perpetrator of last night's incident. But soon, word spreads that a single survivor escaped the slaughter, and now the murderer is plowing down everything in their path to locate and exterminate him. A brutal race against time begins, pitting Shiki against a dangerous foe imperceptible even to her legendary eyes.  
 
[Written by MAL Rewrite]","['Action', 'Mystery', 'Supernatural', 'Drama', 'Thriller']","Feb 9, 2008",1.0,156737,707,427.0,8.12,https://cdn.myanimelist.net/images/anime/4/21735.jpg,https://myanimelist.net/anime/3783/Kara_no_Kyoukai_3__Tsuukaku_Zanryuu
72,Full Metal Panic? Fumoffu,"It's back-to-school mayhem with Kaname Chidori and her war-freak classmate Sousuke Sagara as they encounter more misadventures in and out of Jindai High School. But when Kaname gets into some serious trouble, Sousuke takes the guise of Bonta-kun—the gun-wielding, butt-kicking mascot. And while he struggles to continue living as a normal teenager, Sousuke also has to deal with protecting his superior officer Teletha Testarossa, who has decided to take a vacation from Mithril and spend a couple of weeks as his and Kaname's classmate. 
 
(Source: ANN)","['Action', 'Comedy', 'School']","Aug 26, 2003 to Oct 18, 2003",12.0,230437,452,426.0,8.12,https://cdn.myanimelist.net/images/anime/4/75260.jpg,https://myanimelist.net/anime/72/Full_Metal_Panic_Fumoffu
223,Dragon Ball,"Gokuu Son is a young boy who lives in the woods all alone—that is, until a girl named Bulma runs into him in her search for a set of magical objects called the ""Dragon Balls."" Since the artifacts are said to grant one wish to whoever collects all seven, Bulma hopes to gather them and wish for a perfect boyfriend. Gokuu happens to be in possession of a dragon ball, but unfortunately for Bulma, he refuses to part ways with it, so she makes him a deal: he can tag along on her journey if he lets her borrow the dragon ball's power. With that, the two set off on the journey of a lifetime. 
 
They don't go on the journey alone. On the way, they meet the old Muten-Roshi and wannabe disciple Kuririn, with whom Gokuu trains to become a stronger martial artist for the upcoming World Martial Arts Tournament. However, it's not all fun and games; the ability to make any wish come true is a powerful one, and there are others who would do much worse than just wishing for a boyfriend. To stop those who would try to abuse the legendary power, they train to become stronger fighters, using their newfound strength to help the people around them along the way. 
 
[Written by MAL Rewrite]","['Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']","Feb 26, 1986 to Apr 12, 1989",153.0,565538,103,425.0,8.12,https://cdn.myanimelist.net/images/anime/1887/92364.jpg,https://myanimelist.net/anime/223/Dragon_Ball
2164,Dennou Coil,"In the near future, augmented reality has become a key part of daily life. A gentle middle school girl named Yuuko ""Yasako"" Okonogi and her family have just moved to Daikoku City despite rumors of people disappearing. There, her grandmother, nicknamed ""Mega-baa,"" runs a shop called Megasia that specializes in illegal tools which interact with parts of the virtual world. 
 
Mega-baa also hosts an unofficial detective agency called ""Coil,"" a group of children around Yasako's age who find and handle corruption of the virtual world. Yasako gets involved with the group when Fumie Hashimoto, a playful member of Coil, helps rescue her cyberdog Densuke after getting trapped in virtual space while chasing a mysterious virus. Also investigating these corruptions and viruses is an abrasive hacker named Yuuko Amasawa, who the others take to calling Isako. 
 
Can Coil discover the truths behind the mysterious viruses and corruption, and if they can, at what cost? 
 
[Written by MAL Rewrite]","['Adventure', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi']","May 12, 2007 to Dec 1, 2007",26.0,109393,1020,424.0,8.12,https://cdn.myanimelist.net/images/anime/5/12844.jpg,https://myanimelist.net/anime/2164/Dennou_Coil
